dormitorios,baños,pies_cuadrados_vivienda,pisos,pies_cuadrados_sin_sotano,pies_cuadrados_sótano,pies_cuadrados_vivienda_15,precio,estado,frente_al_mar,vista,código_postal
4,1.0,1380,1.0,1190,190,1380,185000,3,0,0,98168
3,1.5,1610,1.0,1610,0,1410,262500,4,0,0,98022
4,2.75,3150,1.0,2250,900,2210,370000,4,0,0,98092
3,1.0,1520,1.0,1520,0,1360,362500,3,0,0,98125
3,2.5,1990,2.0,1990,0,2210,536000,3,0,0,98072
5,2.0,2500,1.5,1570,930,1170,425000,3,0,0,98146
3,2.25,1890,1.0,1230,660,1970,435000,4,0,0,98125
5,2.0,1840,1.0,1540,300,1200,435000,4,0,0,98133
2,1.0,1220,1.0,760,460,1850,400000,3,0,0,98136
2,1.5,1370,2.0,1080,290,1560,446000,3,0,0,98122
3,2.25,1760,2.0,1760,0,1570,300000,3,0,0,98038
2,1.0,800,1.0,800,0,1560,404500,3,0,0,98115
4,2.5,3530,2.0,3530,0,3750,910000,4,0,0,98072
3,2.25,1780,1.5,1390,390,1960,771000,4,0,0,98122
4,2.5,2610,2.0,2610,0,2583,335000,3,0,0,98001
3,1.75,1850,1.0,1850,0,1160,390000,3,0,0,98045
3,2.25,1560,1.0,1560,0,1510,288000,4,0,0,98002
3,1.75,1270,1.0,1270,0,1270,403000,3,0,0,98033
3,2.25,1420,3.0,1420,0,1500,510000,3,0,0,98103
6,3.0,2880,2.0,2880,0,1640,751000,3,0,0,98144
3,1.0,1420,1.0,1420,0,1780,408000,3,0,4,98118
3,1.0,1640,1.5,1500,140,2190,1010000,5,0,0,98004
3,2.0,1730,1.0,1730,0,1470,575000,4,0,0,98007
3,1.75,1250,1.0,1250,0,1300,330000,3,0,0,98146
3,2.25,1520,3.0,1520,0,1550,565000,3,0,0,98107
3,2.5,1820,2.0,1820,0,1820,456000,3,0,0,98074
4,2.5,2700,2.0,2700,0,2500,652500,3,0,0,98029
3,1.75,1820,2.0,1820,0,2030,582000,5,0,0,98136
4,2.5,2770,2.0,2770,0,2910,700000,3,0,0,98075
2,1.0,1270,1.5,1270,0,1760,235000,3,0,0,98126
3,1.75,1400,1.0,1400,0,2540,460000,4,0,0,98075
3,2.25,1820,1.0,1240,580,2030,475000,3,0,0,98052
2,2.0,1870,1.0,1870,0,1670,579000,3,0,0,98053
4,2.0,1360,1.5,1360,0,1960,507000,3,0,0,98107
3,2.5,1040,2.0,720,320,1540,210000,3,0,0,98118
4,2.75,2140,2.0,2140,0,1920,359500,3,0,0,98001
3,1.75,1330,1.0,1330,0,1330,248000,3,0,0,98001
3,1.0,1070,1.0,1070,0,1420,239300,3,0,0,98178
3,2.25,1370,3.0,1370,0,1370,315000,3,0,0,98133
4,3.0,3510,2.0,3510,0,3000,970000,4,0,0,98005
3,1.5,1730,1.0,1000,730,1620,510000,3,0,1,98136
4,1.5,1550,1.0,1000,550,1730,418000,3,0,0,98008
4,2.5,3280,2.0,3280,0,3200,699000,3,0,0,98053
4,2.5,2150,1.0,1400,750,2800,871000,4,0,3,98006
3,1.75,1580,1.0,1210,370,2600,515000,4,0,1,98008
3,1.0,1460,1.0,1460,0,2250,400000,3,0,0,98166
3,1.75,1410,1.0,1110,300,1600,445000,4,0,0,98125
4,2.75,3090,1.0,1800,1290,2380,1110000,3,0,2,98199
3,1.5,1690,1.0,1210,480,1450,212000,3,0,0,98038
4,2.5,2870,2.0,2870,0,2690,710000,3,0,0,98006
4,1.0,1100,1.0,880,220,1150,225800,4,0,0,98030
3,1.75,2310,1.0,1580,730,2000,520000,3,0,2,98155
4,2.0,2080,1.0,1040,1040,2010,248000,3,0,0,98178
4,2.5,2230,1.0,1220,1010,1920,556000,4,0,0,98005
5,1.75,1710,1.0,1070,640,1030,319950,3,0,0,98146
4,2.75,1640,1.0,1000,640,1150,320000,3,0,0,98118
3,2.5,1600,2.0,1600,0,1720,245000,4,0,0,98031
3,2.5,2850,2.0,2850,0,3340,700000,3,0,0,98072
5,2.75,2600,2.0,2600,0,1600,628000,3,0,0,98133
3,2.0,1380,1.0,1380,0,1740,640000,3,0,0,98199
4,1.75,1320,1.0,940,380,1260,420000,4,0,0,98126
3,2.5,1420,3.0,1420,0,1430,349950,3,0,0,98103
4,2.75,2420,2.0,2420,0,2420,307999,3,0,0,98022
4,2.75,2600,2.0,1960,640,1990,749950,5,0,0,98116
2,1.0,840,1.0,840,0,1040,290000,4,0,0,98133
3,1.75,1420,1.0,1420,0,1420,235000,4,0,0,98092
3,1.0,1790,1.0,1790,0,830,225000,3,0,0,98146
3,1.0,1790,1.0,1790,0,830,302100,3,0,0,98146
2,1.0,1340,1.0,890,450,1380,520000,3,0,0,98115
2,1.0,1010,1.0,1010,0,1890,285000,3,0,0,98155
3,2.0,1640,1.0,1640,0,1640,525000,3,0,0,98074
5,2.75,2980,1.0,1540,1440,2310,374900,3,0,0,98032
3,2.0,1370,1.0,1130,240,1300,377500,3,0,0,98125
3,2.25,2190,1.5,2190,0,1910,587450,4,0,1,98125
3,2.25,1530,1.0,1070,460,2140,245000,3,0,0,98023
3,2.0,1290,1.0,1290,0,1580,200000,3,0,0,98092
3,2.5,2470,2.0,2470,0,2820,607000,3,0,0,98072
4,2.5,2230,1.0,1180,1050,1470,549950,4,0,0,98074
3,3.0,2300,1.0,2300,0,1570,250000,3,0,0,98056
3,2.5,2030,2.0,2030,0,2000,525000,4,0,0,98029
3,1.75,2000,1.0,1480,520,2310,440000,4,0,2,98166
3,2.75,3610,1.5,3130,480,2630,425000,3,1,3,98023
5,2.5,3290,2.0,3290,0,2990,739900,3,0,0,98075
3,2.0,1300,1.0,900,400,1300,315000,3,0,0,98118
5,1.0,1880,1.5,1360,520,1420,340000,3,0,0,98126
4,2.75,2170,2.0,2170,0,1670,366000,3,0,0,98038
3,1.75,1680,1.0,930,750,1340,315000,3,0,0,98133
3,1.5,1190,1.0,1190,0,1520,299000,4,0,0,98056
2,1.0,940,1.0,940,0,1800,350000,3,0,0,98155
2,1.75,1010,1.0,670,340,1500,340000,3,0,0,98199
3,1.75,1290,1.0,1290,0,1840,460000,4,0,0,98033
3,1.5,1480,1.0,1480,0,1370,224000,3,0,0,98002
2,1.0,900,1.0,900,0,1350,140000,2,0,0,98118
4,2.0,1400,1.5,1400,0,1400,246000,5,0,0,98166
3,2.5,2040,2.0,2040,0,1890,330000,3,0,0,98019
3,1.0,1450,1.0,1010,440,1500,306000,3,0,0,98034
3,1.0,1210,1.0,1210,0,1120,324950,3,0,0,98155
2,1.5,1800,1.0,1240,560,2010,345000,5,0,0,98092
3,1.0,1490,1.0,1490,0,1490,207000,4,0,0,98168
3,1.0,1240,1.5,1240,0,1140,238000,5,0,0,98056
3,2.0,2632,2.0,2632,0,1970,695000,3,0,3,98070
3,2.5,2150,2.0,2150,0,2540,649950,4,0,0,98006
3,2.75,1710,1.0,1010,700,1960,515000,3,0,0,98105
3,2.5,1530,2.0,1530,0,1450,452000,3,0,0,98103
4,2.5,1630,2.0,1630,0,1270,236000,3,0,0,98146
3,2.75,2340,1.0,1500,840,2210,563000,4,0,0,98075
3,1.75,1000,1.0,1000,0,1260,410988,4,0,0,98072
4,2.5,2170,2.0,2170,0,2280,340000,3,0,0,98031
4,3.25,3020,1.0,3020,0,2120,808100,5,0,0,98133
3,1.75,1330,1.0,1330,0,1330,236000,3,0,0,98002
4,1.75,1720,1.0,1720,0,1840,330000,4,0,0,98055
4,3.5,2540,2.0,1820,720,1520,799990,5,0,0,98117
3,1.0,1410,1.0,1410,0,1610,343000,5,0,0,98059
3,2.5,1530,1.0,1270,260,1700,332000,3,0,0,98059
5,3.5,4380,2.0,4380,0,4310,945000,3,0,0,98075
3,1.0,1140,1.0,1140,0,960,239950,5,0,0,98058
5,1.75,2110,1.5,1250,860,1720,674000,4,0,0,98115
3,1.0,1050,1.0,1050,0,1050,200000,4,0,0,98056
3,1.75,1600,1.0,1600,0,1970,453000,3,0,0,98008
3,1.75,1430,1.0,1430,0,1250,330000,3,0,0,98125
4,2.5,1996,2.0,1996,0,2180,285000,3,0,0,98042
4,1.75,1530,1.0,910,620,1310,338000,5,0,0,98155
2,1.0,1000,1.0,1000,0,1250,264950,3,0,0,98126
4,2.0,2530,1.0,1350,1180,2960,880000,5,0,0,98040
3,1.5,970,1.0,970,0,1040,209500,3,0,0,98106
4,2.5,2400,1.0,1310,1090,1330,380000,4,0,0,98056
3,2.0,1830,1.0,1830,0,2320,336500,3,0,0,98031
3,2.25,2130,1.0,1290,840,2250,360000,3,0,0,98055
4,3.25,3330,2.0,3330,0,2580,911100,5,0,0,98155
2,1.0,560,1.0,560,0,990,249900,3,0,0,98126
4,1.0,1210,1.0,1210,0,1210,175000,3,0,0,98168
3,2.5,2380,3.0,2380,0,2270,549950,3,0,3,98126
3,1.75,1370,1.0,1370,0,1580,225000,4,0,0,98052
3,1.75,1370,1.0,1370,0,1580,270000,4,0,0,98052
3,2.25,1740,2.0,1740,0,1720,400000,3,0,0,98028
2,1.0,790,1.0,790,0,1430,299800,4,0,0,98118
3,2.5,2480,2.0,2480,0,2540,555000,4,0,0,98056
3,2.5,1920,2.0,1920,0,1930,230000,3,0,0,98055
4,2.5,2750,2.0,2750,0,2810,360000,3,0,0,98092
2,1.0,880,1.0,880,0,1880,415000,3,0,0,98199
4,1.75,2160,1.0,1660,500,2350,355000,4,0,0,98023
4,2.5,2570,2.0,2570,0,2500,635000,3,0,0,98053
5,2.75,2130,1.0,1100,1030,1340,353000,5,0,0,98118
7,4.0,3150,1.0,3150,0,2390,999000,3,0,0,98007
3,1.5,1780,1.0,1270,510,1320,265000,4,0,0,98001
4,1.75,1910,1.0,1910,0,1500,250000,4,0,0,98008
2,1.0,1170,1.0,1170,0,1170,225000,3,0,0,98155
2,1.0,900,1.0,900,0,1280,553000,3,0,0,98117
5,2.5,2650,1.0,1400,1250,1960,565000,3,0,0,98008
2,1.0,1170,1.0,980,190,1660,312000,3,0,0,98118
3,2.5,2630,2.0,2630,0,2630,475000,3,0,0,98014
4,2.75,2150,1.0,1340,810,2260,320000,3,0,0,98003
3,2.0,1430,1.0,1430,0,1890,453000,4,0,0,98034
3,1.0,960,1.0,960,0,1250,320000,4,0,0,98118
4,2.75,2640,1.0,1440,1200,2610,610000,3,0,2,98144
3,1.5,1490,1.0,1490,0,1960,385000,4,0,0,98028
3,1.75,1210,1.0,1210,0,1310,215000,4,0,0,98001
4,1.5,1860,1.5,1860,0,1680,215000,5,0,0,98022
3,2.5,1980,2.0,1980,0,2000,415000,3,0,0,98028
1,1.0,900,1.0,900,0,1830,350000,3,0,0,98125
1,1.0,900,1.0,900,0,1830,395000,3,0,0,98125
2,1.75,1490,1.0,1490,0,2280,898000,4,0,0,98004
3,2.5,2980,2.0,2980,0,3010,480000,3,0,0,98055
4,2.5,2790,2.0,2790,0,1590,599000,3,0,0,98077
4,3.0,2800,2.0,2800,0,2780,770000,3,0,0,98074
3,2.0,2130,1.0,2130,0,2860,880000,4,0,0,98072
3,2.0,1510,1.0,1510,0,1050,332000,3,0,0,98166
3,1.75,1750,1.0,1750,0,1810,445000,3,0,0,98008
4,2.75,4010,2.0,4010,0,2451,849000,3,0,0,98038
4,1.5,1650,1.5,1650,0,1670,752000,3,0,0,98102
9,7.5,4050,2.0,4050,0,1448,450000,3,0,0,98144
3,1.0,1320,1.0,1320,0,1480,420000,3,0,0,98116
4,2.5,2310,2.0,2310,0,1850,330000,3,0,0,98092
3,1.75,1440,1.0,1440,0,1990,409000,4,0,0,98133
5,1.75,2330,1.0,1180,1150,1690,350000,4,0,0,98059
4,2.5,2430,1.0,2430,0,2200,570000,3,0,0,98019
3,1.0,1390,1.0,1390,0,1320,315000,3,0,0,98155
2,1.0,1150,1.0,1060,90,1350,224000,3,0,0,98168
4,1.75,2120,1.0,1370,750,1730,293550,3,0,0,98168
4,2.75,2300,1.5,1340,960,1260,350000,3,0,0,98144
4,2.5,3320,2.0,3320,0,2870,1110000,3,0,3,98006
4,2.5,2400,2.0,2400,0,2350,442500,3,0,0,98133
3,2.5,3580,1.0,3240,340,3240,616500,3,0,0,98027
3,2.5,2100,1.0,1700,400,2430,506400,3,0,0,98056
3,2.25,1550,2.0,1550,0,1620,324000,3,0,0,98019
3,1.5,1570,1.5,1570,0,1400,169000,4,0,0,98022
3,2.0,1480,1.0,750,730,1250,595000,4,0,0,98117
3,2.5,2720,2.0,2720,0,2760,299900,3,0,0,98092
3,2.25,2270,1.0,1380,890,2150,332000,3,0,0,98058
4,1.75,2410,1.0,1600,810,1850,432000,3,0,0,98011
4,2.75,2730,1.0,1740,990,3050,510000,3,0,2,98198
3,2.5,1540,2.0,1540,0,1720,270000,4,0,0,98030
5,2.5,3120,2.0,3120,0,3390,750000,3,0,4,98074
2,1.5,1480,1.0,930,550,1000,509250,3,0,0,98105
3,1.0,860,1.0,860,0,1010,189000,5,0,0,98042
4,2.5,2180,2.0,2180,0,1710,726500,3,0,0,98117
3,2.0,1300,1.5,1300,0,1480,287000,5,0,0,98168
4,3.5,3420,2.0,3420,0,3580,679000,3,0,0,98010
3,2.25,2130,1.0,1570,560,2130,316000,3,0,0,98031
4,2.5,2300,2.0,2300,0,2640,498000,4,0,0,98014
4,1.75,2560,1.0,1480,1080,2320,448000,3,0,0,98072
2,1.0,1040,1.0,1040,0,2080,535000,3,0,0,98115
4,3.0,3080,2.0,3080,0,3200,560000,3,0,1,98003
4,2.25,2670,1.0,1610,1060,2470,437850,4,0,0,98006
4,2.75,3270,2.0,2720,550,2780,435000,4,0,0,98042
4,2.5,2610,2.0,2610,0,2320,510000,3,0,0,98155
3,2.5,2460,2.0,2460,0,2770,520000,4,0,0,98059
2,1.5,1930,2.0,1930,0,1840,509000,3,0,0,98007
3,1.0,1220,1.0,1220,0,1490,575000,3,0,0,98116
4,2.5,2030,1.0,1330,700,1980,365000,5,0,0,98059
3,2.0,2420,1.0,1500,920,2955,795000,5,0,1,98034
3,2.5,1870,2.0,1870,0,2190,285000,3,0,0,98042
3,2.25,3020,2.0,2720,300,3910,955000,3,0,0,98005
4,2.5,2880,2.0,2050,830,2880,775000,3,0,4,98177
4,3.0,1810,2.0,1810,0,1670,400000,4,0,0,98108
4,2.5,2590,2.0,2590,0,2660,570000,3,0,0,98011
5,3.25,3830,2.0,3830,0,3950,955990,3,0,0,98053
4,2.0,2760,1.0,2120,640,2550,459950,4,0,0,98042
2,1.75,1220,1.0,1220,0,1100,245000,3,0,0,98146
3,1.5,1280,3.0,1280,0,1420,281000,3,0,0,98125
3,0.75,770,1.0,770,0,950,205000,3,0,0,98024
3,1.75,1520,1.0,1520,0,1580,290000,4,0,0,98038
4,2.5,2080,1.0,2080,0,1390,635000,5,0,0,98125
1,1.0,570,1.0,570,0,1530,310000,2,0,0,98136
4,2.0,1500,1.0,830,670,1560,470000,3,0,0,98122
2,2.5,2510,2.0,2510,0,3080,600000,3,0,0,98011
4,2.0,1980,1.0,1980,0,1520,279000,3,0,0,98092
3,3.5,2500,2.0,2500,0,2420,538500,3,0,0,98065
4,2.5,2720,2.0,2720,0,2720,594950,3,0,0,98074
2,1.0,910,1.0,910,0,2050,533050,3,0,0,98042
3,1.75,1480,1.0,1480,0,2040,510000,3,0,0,98033
4,2.25,2470,1.0,1270,1200,1900,360000,4,0,0,98058
2,1.0,1650,1.0,1090,560,1300,435000,3,0,0,98115
3,1.75,1700,1.0,1700,0,1880,559000,3,0,0,98115
2,1.5,1995,1.5,1995,0,2142,645000,4,0,1,98070
2,1.0,1280,1.0,640,640,1630,340000,4,0,0,98118
4,2.5,2980,2.0,2980,0,2920,565000,3,0,0,98019
3,1.75,1730,1.0,1480,250,1730,575700,3,0,0,98115
3,3.25,2420,2.0,1840,580,1840,1010000,3,0,2,98109
3,2.0,2800,1.0,2320,480,2200,540500,3,0,0,98038
5,4.0,1400,1.0,900,500,1220,265000,5,0,0,98188
4,2.0,2070,1.0,1180,890,2390,699950,5,0,1,98125
1,1.75,750,1.0,550,200,2020,355000,4,0,0,98059
3,1.5,1460,1.0,1460,0,1470,381000,3,0,0,98155
5,2.25,2140,1.0,1220,920,1720,564000,3,0,2,98115
2,1.0,740,1.0,740,0,980,114975,3,0,0,98146
1,0.75,410,1.0,410,0,1190,325000,2,0,0,98146
2,1.0,1570,1.0,1570,0,1660,299990,4,0,3,98022
5,2.75,2860,2.0,2860,0,3150,751000,3,0,0,98052
3,2.25,1400,2.0,1400,0,1800,425000,3,0,0,98006
3,1.75,2700,1.0,1560,1140,3010,665000,3,0,2,98144
5,4.0,4460,2.0,3330,1130,2670,833450,3,0,4,98027
7,1.5,2670,1.5,2320,350,2030,575000,4,0,0,98133
3,1.75,1520,1.0,1520,0,1590,190000,4,0,0,98059
3,1.75,1520,1.0,1520,0,1590,314950,4,0,0,98059
2,2.0,1660,1.0,1120,540,1260,601150,5,0,0,98103
2,1.0,860,1.0,860,0,1200,315000,3,0,0,98146
2,1.5,2340,1.0,1280,1060,1490,545000,4,0,0,98146
4,2.25,2110,2.0,2110,0,2220,565000,4,0,0,98027
3,1.0,1010,1.0,1010,0,1440,175000,3,0,0,98055
3,2.0,2330,2.5,2330,0,2030,530000,3,0,0,98005
3,1.75,1610,1.0,1310,300,2210,430000,4,0,0,98177
3,1.75,1460,1.0,1460,0,1220,225000,4,0,0,98042
5,4.0,2900,2.0,1950,950,1360,312000,4,0,0,98168
3,1.0,1260,1.0,1260,0,1760,380000,3,0,0,98177
2,1.0,1210,1.0,1210,0,1620,222200,3,0,0,98148
4,2.5,2120,2.0,2120,0,2370,329950,3,0,0,98038
3,2.5,2460,1.0,2460,0,2410,995000,3,0,0,98117
3,3.5,3790,2.0,3790,0,3620,929950,3,0,0,98027
4,2.5,2350,1.0,2350,0,2700,692000,3,0,0,98074
2,1.0,620,1.0,620,0,1290,402000,5,0,0,98107
3,1.75,1920,1.0,1340,580,2540,510000,4,0,0,98074
3,1.0,1050,1.0,1050,0,1050,249000,4,0,0,98031
3,1.5,1360,1.0,1360,0,1360,244900,4,0,0,98031
3,1.0,1180,1.0,1180,0,1180,289900,3,0,0,98178
4,1.0,1560,1.0,1170,390,1570,552500,4,0,0,98146
4,2.5,3300,2.0,3300,0,3030,760000,3,0,0,98077
2,2.75,1100,2.0,750,350,2090,440000,3,0,0,98102
3,1.75,1770,1.0,1090,680,1520,286000,3,0,0,98168
3,1.0,1200,1.0,800,400,940,260000,3,0,0,98106
2,2.25,1330,2.0,1330,0,1390,355000,3,0,0,98028
3,1.75,1570,1.0,1570,0,2120,318000,4,0,0,98003
2,1.0,1610,1.0,1610,0,2100,255000,3,0,0,98168
3,1.0,1100,1.0,1100,0,1530,139000,3,0,0,98001
4,2.25,1810,2.0,1810,0,1460,485000,5,0,0,98034
3,1.75,2930,2.0,2440,490,2700,549950,3,0,0,98014
3,1.5,1780,1.5,1780,0,1380,588000,4,0,0,98103
3,2.5,3050,1.5,1950,1100,1890,975000,5,0,0,98115
3,2.0,1540,2.0,1540,0,1540,402000,3,0,0,98029
3,1.0,1380,1.0,1380,0,1200,245000,3,0,0,98168
3,1.75,1890,1.5,1890,0,1890,445000,3,0,3,98070
3,1.75,1570,1.0,1570,0,1650,195000,3,0,0,98022
5,2.0,2540,1.0,1480,1060,2000,385000,3,0,0,98155
3,1.5,1520,1.0,1000,520,1520,450000,4,0,0,98006
4,2.5,2780,2.0,2780,0,1160,1090000,3,0,0,98033
2,1.0,1730,2.0,1730,0,1180,396675,4,0,0,98126
5,2.25,2340,1.0,1170,1170,1650,242000,3,0,0,98188
3,1.75,1300,1.0,1300,0,1300,380000,4,0,0,98045
2,1.0,1420,2.0,1420,0,1810,496000,4,0,0,98115
3,2.5,1470,2.0,1470,0,1400,399950,5,0,0,98034
4,2.5,2850,2.0,2850,0,2440,895000,3,0,0,98033
3,2.0,2360,2.0,1560,800,2000,690000,3,0,3,98136
3,1.5,1610,2.0,1610,0,1610,270000,3,0,0,98155
3,2.0,2420,1.0,1210,1210,2650,349900,5,0,0,98027
3,2.5,1470,2.0,1170,300,1470,454280,3,0,0,98029
3,2.5,1410,1.0,1410,0,1410,390000,3,0,0,98077
3,1.75,1840,1.0,1840,0,2170,275000,3,0,0,98023
4,2.5,2450,2.0,2450,0,2410,300000,3,0,0,98023
3,1.75,1500,1.0,850,650,1700,700000,5,0,0,98199
3,1.75,2080,1.0,1280,800,1680,520000,3,0,0,98115
3,2.5,2770,2.0,2770,0,3010,715000,3,0,0,98053
3,2.5,2370,2.0,2370,0,2370,404000,3,0,0,98038
3,2.0,3000,2.0,1970,1030,2280,490500,3,0,0,98011
4,1.75,1550,1.0,1550,0,1550,557800,5,0,0,98199
4,2.25,2290,1.0,1550,740,2320,571000,4,0,2,98166
4,2.5,2560,2.0,2560,0,3010,410000,3,0,0,98038
3,1.5,1240,1.0,1240,0,1670,225000,4,0,0,98118
4,2.5,2590,2.0,2590,0,2660,700000,3,0,0,98052
3,1.0,1370,1.5,1370,0,1590,500000,3,0,0,98103
2,2.0,1360,1.0,680,680,1440,536500,4,0,0,98107
3,2.5,2060,1.0,1600,460,2050,330000,4,0,0,98022
3,1.75,1120,1.0,1120,0,1710,249950,5,0,0,98042
4,1.75,1630,1.5,1630,0,1390,249000,5,0,0,98188
3,1.75,1590,1.5,1590,0,1110,249000,5,0,0,98032
4,1.75,2480,1.0,1390,1090,2440,780000,3,0,0,98004
3,1.75,1930,1.0,1110,820,1870,434500,3,0,0,98072
4,2.0,2490,1.0,2490,0,1910,590000,3,0,0,98022
2,1.0,1000,1.0,1000,0,1490,417200,3,0,0,98107
4,2.25,2130,2.0,2130,0,2590,649990,3,0,0,98074
2,1.0,1060,1.0,960,100,1570,506000,4,0,0,98107
3,2.5,1730,2.0,1730,0,1730,348000,3,0,0,98148
4,2.5,2810,2.0,2810,0,2810,301000,3,0,0,98031
2,1.0,880,1.0,880,0,1150,427550,3,0,0,98117
3,1.0,1040,1.5,1040,0,1880,361000,3,0,0,98155
2,2.5,1830,1.0,930,900,1260,460000,5,0,0,98125
4,3.5,1800,2.0,1800,0,1700,958000,3,0,2,98112
5,1.75,2460,1.5,1340,1120,1410,445000,5,0,0,98108
3,2.5,1670,2.0,1670,0,1510,373000,3,0,0,98072
4,2.25,2660,1.0,1750,910,1890,525000,4,0,0,98011
3,2.5,2850,2.0,2850,0,2850,364988,3,0,0,98023
2,1.0,820,1.0,820,0,1410,324000,4,0,0,98177
4,3.0,2350,1.0,1490,860,2020,625000,5,0,0,98118
3,1.75,1480,1.0,1480,0,1130,237500,3,0,0,98022
6,2.25,2930,1.0,1730,1200,1730,429300,4,0,0,98034
3,1.0,1250,1.0,1030,220,1130,155000,2,0,0,98108
4,2.75,2760,1.5,1780,980,2720,614000,4,0,2,98177
3,2.5,2380,2.0,2380,0,2590,650000,3,0,0,98034
3,2.0,1730,1.0,1730,0,2470,625000,4,0,0,98004
3,2.25,1670,1.0,1670,0,2130,587100,4,0,0,98117
4,2.5,2150,2.0,2150,0,2410,380000,3,0,0,98042
2,1.0,930,1.0,730,200,1970,479500,3,0,0,98118
1,1.0,620,1.0,620,0,980,382888,3,0,0,98115
4,4.25,1960,2.0,1960,0,1920,540000,3,0,0,98116
4,2.75,2550,1.0,1700,850,2550,691000,3,0,0,98033
3,2.0,1990,1.0,1130,860,1710,760500,5,0,0,98103
4,2.5,3550,2.0,3550,0,3550,685000,3,0,0,98065
3,1.0,860,1.0,860,0,1290,199129,4,0,0,98001
3,3.0,2031,2.0,2031,0,2390,335000,3,0,0,98023
3,2.0,1590,1.0,1590,0,2780,305100,4,0,0,98058
4,2.25,3010,1.0,3010,0,2480,830000,4,0,0,98005
3,2.5,2610,2.0,2610,0,3140,810000,3,0,0,98006
3,2.25,1440,1.0,1180,260,1440,500000,3,0,0,98074
3,1.75,1920,1.0,960,960,1190,490000,4,0,2,98126
2,1.75,1670,2.0,1670,0,1340,490000,3,0,0,98116
4,1.75,1390,1.0,1030,360,1800,272000,4,0,0,98198
3,2.25,2140,2.0,2140,0,1890,280000,4,0,0,98031
3,1.0,1250,1.5,1250,0,1490,233000,3,0,0,98155
3,1.0,1080,1.0,1080,0,1200,275000,4,0,0,98133
3,3.25,2760,2.0,2110,650,2030,375000,3,0,2,98031
3,2.75,2180,2.0,2180,0,2190,445000,3,0,0,98011
3,2.5,1260,3.0,1260,0,1360,437500,3,0,0,98107
4,1.0,1610,1.5,1510,100,1430,426250,4,0,0,98118
3,1.5,2450,1.0,2450,0,1560,358000,4,0,0,98065
2,1.0,960,1.0,960,0,1620,305000,3,0,0,98027
2,1.75,1340,1.0,1340,0,1350,415000,3,0,0,98053
11,3.0,3000,2.0,2400,600,1420,520000,3,0,0,98106
4,3.5,3080,2.0,3080,0,2950,733000,3,0,0,98075
3,1.0,1130,1.0,1130,0,1570,411500,4,0,0,98133
3,1.75,2280,1.5,1760,520,1850,540000,4,0,0,98034
3,1.5,1952,1.0,1652,300,1400,270500,4,0,0,98032
2,1.5,1280,2.0,1200,80,1390,422250,3,0,0,98107
5,3.25,3690,2.0,3690,0,2290,655000,5,0,0,98155
3,2.5,2920,2.5,2920,0,2360,550000,3,0,0,98022
2,2.25,1230,2.0,1020,210,1270,460000,3,0,0,98122
4,1.5,1580,1.0,790,790,1320,159075,3,0,0,98178
2,1.0,1220,1.5,1220,0,1580,470000,4,0,0,98103
2,1.0,1020,1.0,1020,0,1530,235000,3,0,0,98108
2,1.5,1510,1.0,1510,0,1590,309950,4,0,0,98188
4,1.75,1830,1.0,1010,820,1910,433000,4,0,0,98006
3,2.5,2750,1.0,1650,1100,2490,895000,3,0,3,98006
3,1.5,1860,1.0,1140,720,2170,291000,4,0,0,98042
3,2.5,2720,2.0,2720,0,2760,835000,3,0,0,98052
2,1.0,1360,1.0,1200,160,1540,640000,3,0,0,98199
3,2.25,2340,1.0,1340,1000,2340,438000,3,0,0,98006
4,2.5,2600,2.0,2600,0,2830,540000,3,0,0,98059
4,2.5,2090,1.0,1090,1000,1260,325000,3,0,0,98146
4,1.75,2260,1.5,1360,900,1410,380000,5,0,0,98056
2,1.0,1390,1.0,930,460,1710,510000,3,0,0,98105
4,2.5,2300,2.0,2300,0,2320,380000,3,0,0,98038
4,2.5,2810,1.0,1710,1100,2800,825000,4,0,0,98006
4,3.25,4060,2.0,4060,0,3100,880000,4,0,0,98077
3,1.0,1290,1.5,1290,0,1630,790000,3,0,0,98115
2,1.5,720,1.0,720,0,790,287000,4,0,0,98106
3,3.0,2130,1.5,1570,560,1638,509000,3,0,0,98118
3,2.25,1750,1.0,1350,400,2020,270000,3,0,0,98188
3,2.0,960,1.0,960,0,1460,210000,3,0,0,98146
3,1.0,1570,1.5,1570,0,2010,415000,5,0,0,98133
3,2.5,3070,1.0,1720,1350,2020,550000,5,0,3,98198
3,1.0,1870,1.0,1120,750,1650,499950,3,0,0,98116
3,1.5,1540,2.0,1540,0,1590,659000,3,0,0,98122
2,1.5,1440,2.0,1440,0,1440,265000,3,0,0,98019
4,3.75,2810,2.0,2070,740,2370,492000,4,0,2,98045
4,2.5,2450,1.0,1250,1200,2450,715000,3,0,0,98040
2,1.0,1330,1.5,1330,0,1210,175000,3,0,0,98168
4,3.5,3130,2.0,2430,700,3200,975000,3,0,0,98005
1,1.0,730,1.0,730,0,1630,306950,4,0,0,98117
4,2.0,2480,1.5,1470,1010,1500,630000,4,0,0,98116
3,1.0,1270,1.0,1270,0,1780,367500,5,0,0,98056
3,3.25,2230,1.0,1430,800,2070,699950,4,0,1,98136
3,3.0,2880,2.0,2220,660,1910,1000000,3,0,0,98122
4,2.5,2434,2.0,2434,0,2434,285000,3,0,0,98001
2,1.5,1120,2.0,1000,120,1560,215000,3,0,0,98106
4,2.5,4080,2.0,4080,0,3520,1050000,3,0,0,98059
